,source_id,target_id,distancia_hidraulica,distancia_euclidea,tipo_relacion,detalle_rio
1274,AV-0057/2002,C309,,13526.87,ASIGNADO_TEORICO,NO_MAPEAR
1275,AV-0094/2002,C330,,51082.27,ASIGNADO_TEORICO,NO_MAPEAR
1276,AV-0068/2002,C330,,48073.37,ASIGNADO_TEORICO,NO_MAPEAR
1277,AV-0039/1999,C330,,40256.23,ASIGNADO_TEORICO,NO_MAPEAR
1278,AV-0087/2002,C330,,41947.0,ASIGNADO_TEORICO,NO_MAPEAR
1279,AV-0036/2004,C330,,44923.0,ASIGNADO_TEORICO,NO_MAPEAR
1280,AV-0085/2002,C330,,44801.87,ASIGNADO_TEORICO,NO_MAPEAR
1281,AV-0084/2002,C330,,41456.61,ASIGNADO_TEORICO,NO_MAPEAR
1282,AV-0082/2002,C330,,46448.74,ASIGNADO_TEORICO,NO_MAPEAR
1283,AV-0174/1990,C342,,18217.19,ASIGNADO_TEORICO,NO_MAPEAR
1284,AV-0021/1998,C303,,28663.85,ASIGNADO_TEORICO,NO_MAPEAR
1285,AV-0036/2006,C303,,30023.45,ASIGNADO_TEORICO,NO_MAPEAR
1286,AV-0035/1999,C303,,21953.85,ASIGNADO_TEORICO,NO_MAPEAR
1287,AV-0020/1998,C303,,28615.42,ASIGNADO_TEORICO,NO_MAPEAR
1288,AV-0021/1997,C303,,24064.91,ASIGNADO_TEORICO,NO_MAPEAR
1289,AV-0019/1998,C303,,28776.41,ASIGNADO_TEORICO,NO_MAPEAR
1290,AV-0036/1999,C303,,21023.87,ASIGNADO_TEORICO,NO_MAPEAR
1291,AV-0011/2012,C303,,24131.43,ASIGNADO_TEORICO,NO_MAPEAR
1292,AV-0007/1983,C306,,1429.22,ASIGNADO_TEORICO,NO_MAPEAR
1293,AV-0029/1999,C306,,2165.13,ASIGNADO_TEORICO,NO_MAPEAR
1294,AV-0066/2004,C306,,2078.0,ASIGNADO_TEORICO,NO_MAPEAR
1295,AV-0106/2002,C306,,2283.44,ASIGNADO_TEORICO,NO_MAPEAR
1296,AV-0125/2022,C330,,40342.0,ASIGNADO_TEORICO,NO_MAPEAR
1297,AV-0014/1987,C342,,19066.66,ASIGNADO_TEORICO,NO_MAPEAR
1298,AV-0025/1996,C342,,9470.02,ASIGNADO_TEORICO,NO_MAPEAR
1299,AV-0018/2009,C342,,11437.43,ASIGNADO_TEORICO,NO_MAPEAR
1300,AV-0120/2023,C330,,57634.33,ASIGNADO_TEORICO,NO_MAPEAR
1301,AV-0056/2003,C303,,13988.01,ASIGNADO_TEORICO,NO_MAPEAR
1302,AV-0060/2001,C303,,11954.04,ASIGNADO_TEORICO,NO_MAPEAR
1303,AV-0018/1999,C303,,11954.04,ASIGNADO_TEORICO,NO_MAPEAR
1304,AV-0002/1990,C303,,14544.24,ASIGNADO_TEORICO,NO_MAPEAR
1305,AV-0080/2008,C303,,12969.23,ASIGNADO_TEORICO,NO_MAPEAR
1306,AV-0042/1999,C303,,14673.66,ASIGNADO_TEORICO,NO_MAPEAR
1307,AV-0048/2004,C303,,12971.73,ASIGNADO_TEORICO,NO_MAPEAR
1308,AV-0113/1990,C303,,12546.54,ASIGNADO_TEORICO,NO_MAPEAR
1309,AV-0010/2023,C303,,16586.76,ASIGNADO_TEORICO,NO_MAPEAR
1310,AV-0175/1990,C303,,11126.7,ASIGNADO_TEORICO,NO_MAPEAR
1311,AV-0096/1990,C303,,13419.89,ASIGNADO_TEORICO,NO_MAPEAR
1312,AV-0076/2002,C326,,18964.12,ASIGNADO_TEORICO,NO_MAPEAR
1313,AV-0049/2008,C326,,17075.24,ASIGNADO_TEORICO,NO_MAPEAR
1314,AV-0022/1990,C330,,7573.42,ASIGNADO_TEORICO,NO_MAPEAR
1315,AV-0037/2002,C330,,12208.07,ASIGNADO_TEORICO,NO_MAPEAR
1316,AV-0101/2002,C330,,12576.65,ASIGNADO_TEORICO,NO_MAPEAR
1317,AV-0010/2015,C330,,10539.7,ASIGNADO_TEORICO,NO_MAPEAR
1318,AV-0042/2008,C330,,11659.03,ASIGNADO_TEORICO,NO_MAPEAR
1319,AV-0028/2002,C328,,3458.77,ASIGNADO_TEORICO,NO_MAPEAR
1320,AV-0053/2003,C309,,4901.5,ASIGNADO_TEORICO,NO_MAPEAR
1321,AV-0017/2016,C303,,9799.54,ASIGNADO_TEORICO,NO_MAPEAR
1322,AV-0017/1997,C303,,10310.59,ASIGNADO_TEORICO,NO_MAPEAR
1323,AV-0009/2019,C303,,9228.09,ASIGNADO_TEORICO,NO_MAPEAR
1324,AV-0005/2017,C303,,10020.4,ASIGNADO_TEORICO,NO_MAPEAR
1325,AV-0036/2008,C327,,3428.54,ASIGNADO_TEORICO,NO_MAPEAR
1326,AV-0030/2007,C327,,1149.33,ASIGNADO_TEORICO,NO_MAPEAR
1327,AV-0019/2010,C327,,10023.51,ASIGNADO_TEORICO,NO_MAPEAR
1328,AV-0015/2016,C327,,5432.42,ASIGNADO_TEORICO,NO_MAPEAR
1329,AV-0143/2023,C329,,8695.63,ASIGNADO_TEORICO,NO_MAPEAR
1330,AV-0007/2015,C327,,10113.3,ASIGNADO_TEORICO,NO_MAPEAR
1331,AV-0049/2010,C327,,4596.02,ASIGNADO_TEORICO,NO_MAPEAR
1332,AV-0007/2018,C327,,7526.26,ASIGNADO_TEORICO,NO_MAPEAR
1333,AV-0006/2018,C327,,6118.49,ASIGNADO_TEORICO,NO_MAPEAR
1334,AV-0132/2022,C327,,3794.21,ASIGNADO_TEORICO,NO_MAPEAR
1335,AV-0062/2008,C342,,15755.12,ASIGNADO_TEORICO,NO_MAPEAR
1336,AV-0076/2007,C342,,14005.5,ASIGNADO_TEORICO,NO_MAPEAR
1337,AV-0022/2009,C342,,11387.02,ASIGNADO_TEORICO,NO_MAPEAR
1338,AV-0059/2005,C342,,11210.98,ASIGNADO_TEORICO,NO_MAPEAR
1339,AV-0015/2009,C342,,12682.19,ASIGNADO_TEORICO,NO_MAPEAR
1340,AV-0223/2023,C330,,1444.02,ASIGNADO_TEORICO,NO_MAPEAR
1341,AV-0140/2021,C330,,5686.28,ASIGNADO_TEORICO,NO_MAPEAR
1342,AV-0020/2023,C330,,1680.68,ASIGNADO_TEORICO,NO_MAPEAR
1343,AV-0045/2006,C330,,4183.06,ASIGNADO_TEORICO,NO_MAPEAR
1344,AV-0019/2001,C330,,3348.91,ASIGNADO_TEORICO,NO_MAPEAR
1345,AV-0058/2024,C330,,2173.32,ASIGNADO_TEORICO,NO_MAPEAR
1346,AV-0001/1994,C330,,1961.03,ASIGNADO_TEORICO,NO_MAPEAR
1347,AV-0097/2023,C330,,2529.71,ASIGNADO_TEORICO,NO_MAPEAR
1348,AV-0073/2007,C330,,1229.99,ASIGNADO_TEORICO,NO_MAPEAR
1349,AV-0160/2023,C330,,1147.95,ASIGNADO_TEORICO,NO_MAPEAR
1350,AV-0199/2023,C330,,3132.32,ASIGNADO_TEORICO,NO_MAPEAR
1351,AV-0068/1990,C330,,3620.25,ASIGNADO_TEORICO,NO_MAPEAR
1352,AV-0017/1987,C303,,24591.24,ASIGNADO_TEORICO,NO_MAPEAR
1353,AV-0085/2021,C303,,24091.3,ASIGNADO_TEORICO,NO_MAPEAR
1354,AV-0135/2023,C303,,21167.65,ASIGNADO_TEORICO,NO_MAPEAR
1355,AV-0086/2021,C303,,22012.28,ASIGNADO_TEORICO,NO_MAPEAR
1356,AV-0128/2023,C303,,22260.83,ASIGNADO_TEORICO,NO_MAPEAR
1357,AV-0124/2022,C303,,19224.05,ASIGNADO_TEORICO,NO_MAPEAR
1358,AV-0048/2007,C307,,9129.54,ASIGNADO_TEORICO,NO_MAPEAR
1359,AV-0010/2014,C307,,5373.73,ASIGNADO_TEORICO,NO_MAPEAR
1360,AV-0003/2018,C307,,8553.89,ASIGNADO_TEORICO,NO_MAPEAR
1361,AV-0127/2022,C307,,2817.57,ASIGNADO_TEORICO,NO_MAPEAR
1362,AV-0042/2003,C307,,121.08,ASIGNADO_TEORICO,NO_MAPEAR
1363,AV-0024/2009,C330,,50710.65,ASIGNADO_TEORICO,NO_MAPEAR
1364,AV-0088/2008,C330,,50045.66,ASIGNADO_TEORICO,NO_MAPEAR
1365,AV-0009/2023,C308,,5060.49,ASIGNADO_TEORICO,NO_MAPEAR
1366,AV-0043/2005,C308,,14660.72,ASIGNADO_TEORICO,NO_MAPEAR
1367,AV-0017/2011,C342,,16042.94,ASIGNADO_TEORICO,NO_MAPEAR
1368,AV-0073/2002,C308,,14422.09,ASIGNADO_TEORICO,NO_MAPEAR
1369,AV-0044/2005,C308,,14571.03,ASIGNADO_TEORICO,NO_MAPEAR
1370,AV-0120/2023,C330,,60229.55,ASIGNADO_TEORICO,NO_MAPEAR
1371,AV-0007/2014,C303,,22364.47,ASIGNADO_TEORICO,NO_MAPEAR
1372,AV-0093/2023,C303,,20541.8,ASIGNADO_TEORICO,NO_MAPEAR
1373,AV-0026/2004,C330,,17953.76,ASIGNADO_TEORICO,NO_MAPEAR
1374,AV-0009/2013,C329,,2951.96,ASIGNADO_TEORICO,NO_MAPEAR
1375,AV-0001/2024,C304,,12966.99,ASIGNADO_TEORICO,NO_MAPEAR
1376,AV-0052/2004,C304,,12351.59,ASIGNADO_TEORICO,NO_MAPEAR
1377,AV-0072/2002,C304,,12925.91,ASIGNADO_TEORICO,NO_MAPEAR
1378,AV-0015/1990,C330,,25368.67,ASIGNADO_TEORICO,NO_MAPEAR
1379,AV-0063/2004,C330,,26034.9,ASIGNADO_TEORICO,NO_MAPEAR
1380,AV-0051/2001,C330,,27802.67,ASIGNADO_TEORICO,NO_MAPEAR
1381,AV-0200/2023,C330,,28896.47,ASIGNADO_TEORICO,NO_MAPEAR
1382,AV-0012/2010,C309,,6436.54,ASIGNADO_TEORICO,NO_MAPEAR
1383,AV-0020/1986,C330,,10769.22,ASIGNADO_TEORICO,NO_MAPEAR
1384,AV-0221/2023,C312,,25293.76,ASIGNADO_TEORICO,NO_MAPEAR
1385,AV-0026/2002,C307,,12154.71,ASIGNADO_TEORICO,NO_MAPEAR
1386,AV-0226/1990,C307,,11763.5,ASIGNADO_TEORICO,NO_MAPEAR
1387,AV-0044/2002,C312,,13790.8,ASIGNADO_TEORICO,NO_MAPEAR
1388,AV-0025/2020,C330,,28865.0,ASIGNADO_TEORICO,NO_MAPEAR
1389,AV-0022/2011,C342,,13585.53,ASIGNADO_TEORICO,NO_MAPEAR
1390,AV-0084/2021,C342,,18463.71,ASIGNADO_TEORICO,NO_MAPEAR
1391,AV-0015/2012,C342,,23361.83,ASIGNADO_TEORICO,NO_MAPEAR
1392,AV-0009/2012,C303,,15528.36,ASIGNADO_TEORICO,NO_MAPEAR
1393,AV-0076/2008,C303,,12968.97,ASIGNADO_TEORICO,NO_MAPEAR
1394,AV-0036/1998,C303,,13614.79,ASIGNADO_TEORICO,NO_MAPEAR
1395,AV-0116/2023,C303,,10936.8,ASIGNADO_TEORICO,NO_MAPEAR
1396,AV-0025/2006,C303,,13037.98,ASIGNADO_TEORICO,NO_MAPEAR
1397,AV-0050/2001,C303,,12573.86,ASIGNADO_TEORICO,NO_MAPEAR
1398,AV-0063/2002,C303,,15071.0,ASIGNADO_TEORICO,NO_MAPEAR
1399,AV-0157/2023,C303,,13162.03,ASIGNADO_TEORICO,NO_MAPEAR
1400,AV-0072/2008,C303,,9605.6,ASIGNADO_TEORICO,NO_MAPEAR
1401,AV-0024/2014,C303,,14597.24,ASIGNADO_TEORICO,NO_MAPEAR
1402,AV-0015/2014,C303,,13103.45,ASIGNADO_TEORICO,NO_MAPEAR
1403,AV-0027/1998,C303,,14773.7,ASIGNADO_TEORICO,NO_MAPEAR
1404,AV-0004/1981,C303,,17941.73,ASIGNADO_TEORICO,NO_MAPEAR
1405,AV-0040/1990,C303,,13327.31,ASIGNADO_TEORICO,NO_MAPEAR
1406,AV-0039/1990,C303,,13409.96,ASIGNADO_TEORICO,NO_MAPEAR
1407,AV-0041/2007,C303,,12562.21,ASIGNADO_TEORICO,NO_MAPEAR
1408,AV-0016/2021,C329,,9695.97,ASIGNADO_TEORICO,NO_MAPEAR
1409,AV-0035/1998,C304,,8951.53,ASIGNADO_TEORICO,NO_MAPEAR
1410,AV-0077/2021,C330,,20878.77,ASIGNADO_TEORICO,NO_MAPEAR
1411,AV-0030/2004,C330,,12686.36,ASIGNADO_TEORICO,NO_MAPEAR
1412,AV-0091/2008,C330,,14916.53,ASIGNADO_TEORICO,NO_MAPEAR
1413,AV-0020/2006,C309,,22353.49,ASIGNADO_TEORICO,NO_MAPEAR
1414,AV-0016/2013,C309,,18771.31,ASIGNADO_TEORICO,NO_MAPEAR
1415,AV-0050/2002,C306,,19921.93,ASIGNADO_TEORICO,NO_MAPEAR
1416,AV-0015/2013,C306,,18793.63,ASIGNADO_TEORICO,NO_MAPEAR
1417,AV-0064/2004,C309,,20061.01,ASIGNADO_TEORICO,NO_MAPEAR
1418,AV-0115/2023,C330,,20785.79,ASIGNADO_TEORICO,NO_MAPEAR
1419,AV-0023/2000,C330,,18416.61,ASIGNADO_TEORICO,NO_MAPEAR
1420,AV-0033/2022,C330,,24280.66,ASIGNADO_TEORICO,NO_MAPEAR
1421,AV-0042/1987,C342,,11790.06,ASIGNADO_TEORICO,NO_MAPEAR
1422,AV-0041/1987,C342,,10928.51,ASIGNADO_TEORICO,NO_MAPEAR
1423,AV-0043/1987,C326,,11442.53,ASIGNADO_TEORICO,NO_MAPEAR
1424,AV-0045/1987,C342,,9990.14,ASIGNADO_TEORICO,NO_MAPEAR
1425,AV-0022/2000,C342,,9219.73,ASIGNADO_TEORICO,NO_MAPEAR
1426,AV-0044/2003,C342,,9317.11,ASIGNADO_TEORICO,NO_MAPEAR
1427,AV-0024/1996,C342,,11626.96,ASIGNADO_TEORICO,NO_MAPEAR
1428,AV-0044/1987,C342,,11095.92,ASIGNADO_TEORICO,NO_MAPEAR
1429,AV-0090/2023,C302,,6792.28,ASIGNADO_TEORICO,NO_MAPEAR
1430,AV-0082/2021,C342,,9224.64,ASIGNADO_TEORICO,NO_MAPEAR
1431,AV-0005/2013,C342,,10817.5,ASIGNADO_TEORICO,NO_MAPEAR
1432,AV-0028/2006,C342,,11794.33,ASIGNADO_TEORICO,NO_MAPEAR
1433,AV-0159/2023,C342,,10328.57,ASIGNADO_TEORICO,NO_MAPEAR
1434,AV-0044/2009,C342,,10133.4,ASIGNADO_TEORICO,NO_MAPEAR
1435,AV-0090/2008,C342,,13491.24,ASIGNADO_TEORICO,NO_MAPEAR
1436,AV-0031/2020,C342,,10727.75,ASIGNADO_TEORICO,NO_MAPEAR
1437,AV-0041/2001,C342,,9127.79,ASIGNADO_TEORICO,NO_MAPEAR
1438,AV-0022/2006,C303,,19381.61,ASIGNADO_TEORICO,NO_MAPEAR
1439,AV-0112/2021,C303,,19310.22,ASIGNADO_TEORICO,NO_MAPEAR
1440,AV-0043/1999,C303,,15331.98,ASIGNADO_TEORICO,NO_MAPEAR
1441,AV-0041/2004,C303,,15491.66,ASIGNADO_TEORICO,NO_MAPEAR
1442,AV-0069/2002,C303,,16385.59,ASIGNADO_TEORICO,NO_MAPEAR
1443,AV-0067/2001,C303,,15288.22,ASIGNADO_TEORICO,NO_MAPEAR
1444,AV-0045/2007,C309,,21736.33,ASIGNADO_TEORICO,NO_MAPEAR
1445,AV-0036/2009,C312,,16846.93,ASIGNADO_TEORICO,NO_MAPEAR
1446,AV-0034/2006,C312,,15512.29,ASIGNADO_TEORICO,NO_MAPEAR
1447,AV-0039/2000,C312,,13043.33,ASIGNADO_TEORICO,NO_MAPEAR
1448,AV-0067/2002,C312,,18000.71,ASIGNADO_TEORICO,NO_MAPEAR
1449,AV-0046/2010,C312,,8114.19,ASIGNADO_TEORICO,NO_MAPEAR
1450,AV-0007/1994,C312,,15839.29,ASIGNADO_TEORICO,NO_MAPEAR
1451,AV-0056/2020,C308,,18991.09,ASIGNADO_TEORICO,NO_MAPEAR
1452,AV-0062/2003,C308,,18878.16,ASIGNADO_TEORICO,NO_MAPEAR
1453,AV-0005/1983,C308,,20020.79,ASIGNADO_TEORICO,NO_MAPEAR
1454,AV-0004/2013,C308,,15957.95,ASIGNADO_TEORICO,NO_MAPEAR
1455,AV-0014/1994,C308,,10775.23,ASIGNADO_TEORICO,NO_MAPEAR
1456,AV-0026/1998,C308,,14574.56,ASIGNADO_TEORICO,NO_MAPEAR
1457,AV-0127/2023,C308,,18989.16,ASIGNADO_TEORICO,NO_MAPEAR
1458,AV-0058/1987,C308,,16861.7,ASIGNADO_TEORICO,NO_MAPEAR
1459,AV-0040/2018,C308,,18267.13,ASIGNADO_TEORICO,NO_MAPEAR
1460,AV-0015/2003,C303,,16119.85,ASIGNADO_TEORICO,NO_MAPEAR
1461,AV-0156/2005,C323,,29608.95,ASIGNADO_TEORICO,NO_MAPEAR
1462,AV-0126/2004,C323,,31123.89,ASIGNADO_TEORICO,NO_MAPEAR
1463,AV-0066/2013,C323,,28857.52,ASIGNADO_TEORICO,NO_MAPEAR
1464,AV-0063/2012,C323,,30944.04,ASIGNADO_TEORICO,NO_MAPEAR
1465,AV-0079/2000,C323,,5622.03,ASIGNADO_TEORICO,NO_MAPEAR
1466,AV-0124/2006,C323,,1676.92,ASIGNADO_TEORICO,NO_MAPEAR
1467,AV-0123/2006,C323,,1825.1,ASIGNADO_TEORICO,NO_MAPEAR
1468,AV-0073/2022,C323,,211.21,ASIGNADO_TEORICO,NO_MAPEAR
1469,AV-0119/2003,C323,,34593.48,ASIGNADO_TEORICO,NO_MAPEAR
1470,AV-0131/2004,C323,,6393.51,ASIGNADO_TEORICO,NO_MAPEAR
1471,AV-0130/2004,C323,,6296.06,ASIGNADO_TEORICO,NO_MAPEAR
1472,AV-0120/2009,C323,,4942.24,ASIGNADO_TEORICO,NO_MAPEAR
1473,AV-0045/2017,C323,,24671.13,ASIGNADO_TEORICO,NO_MAPEAR
1474,AV-0072/2013,C323,,22851.85,ASIGNADO_TEORICO,NO_MAPEAR
1475,AV-0014/2023,C323,,12556.01,ASIGNADO_TEORICO,NO_MAPEAR
1476,AV-0017/2018,C323,,28790.74,ASIGNADO_TEORICO,NO_MAPEAR
1477,AV-0192/2008,C323,,12829.03,ASIGNADO_TEORICO,NO_MAPEAR
1478,AV-0080/2000,C323,,18142.67,ASIGNADO_TEORICO,NO_MAPEAR
1479,AV-0068/2019,C323,,21559.36,ASIGNADO_TEORICO,NO_MAPEAR
1480,AV-0069/2019,C323,,22054.67,ASIGNADO_TEORICO,NO_MAPEAR
1481,AV-0054/2016,C323,,24214.42,ASIGNADO_TEORICO,NO_MAPEAR
1482,AV-0155/2005,C323,,8124.04,ASIGNADO_TEORICO,NO_MAPEAR
1483,AV-0018/1982,C323,,10194.66,ASIGNADO_TEORICO,NO_MAPEAR
1484,AV-0039/2021,C323,,11240.79,ASIGNADO_TEORICO,NO_MAPEAR
1485,AV-0069/2013,C323,,23996.16,ASIGNADO_TEORICO,NO_MAPEAR
1486,AV-0136/2023,C323,,33253.03,ASIGNADO_TEORICO,NO_MAPEAR
1487,AV-0064/2019,C323,,20242.89,ASIGNADO_TEORICO,NO_MAPEAR
1488,AV-0065/2019,C323,,20246.87,ASIGNADO_TEORICO,NO_MAPEAR
1489,AV-0074/2013,C323,,24512.81,ASIGNADO_TEORICO,NO_MAPEAR
1490,AV-0067/2013,C323,,24415.82,ASIGNADO_TEORICO,NO_MAPEAR
1491,AV-0068/2021,C323,,10220.8,ASIGNADO_TEORICO,NO_MAPEAR
1492,AV-0044/2020,C323,,32516.94,ASIGNADO_TEORICO,NO_MAPEAR
1493,AV-0150/2007,C323,,5520.7,ASIGNADO_TEORICO,NO_MAPEAR
1494,AV-0008/2022,C323,,7090.7,ASIGNADO_TEORICO,NO_MAPEAR
1495,AV-0070/2013,C323,,27123.06,ASIGNADO_TEORICO,NO_MAPEAR
1496,AV-0071/2013,C323,,27412.76,ASIGNADO_TEORICO,NO_MAPEAR
1497,AV-0129/2004,C323,,29581.18,ASIGNADO_TEORICO,NO_MAPEAR
1498,AV-0046/2017,C323,,21195.69,ASIGNADO_TEORICO,NO_MAPEAR
1499,AV-0067/2019,C323,,17652.24,ASIGNADO_TEORICO,NO_MAPEAR
1500,AV-0055/2016,C323,,23637.37,ASIGNADO_TEORICO,NO_MAPEAR
1501,AV-0072/1999,C323,,19015.58,ASIGNADO_TEORICO,NO_MAPEAR
1502,AV-0120/2003,C323,,20673.96,ASIGNADO_TEORICO,NO_MAPEAR
1503,AV-0102/2023,C323,,20286.94,ASIGNADO_TEORICO,NO_MAPEAR
1504,AV-0078/2000,C323,,7319.68,ASIGNADO_TEORICO,NO_MAPEAR
1505,AV-0004/2021,C323,,6617.78,ASIGNADO_TEORICO,NO_MAPEAR
1506,AV-0001/2020,C323,,22557.16,ASIGNADO_TEORICO,NO_MAPEAR
1507,AV-0006/2014,C316,,81354.53,ASIGNADO_TEORICO,NO_MAPEAR
1508,AV-0084/2023,C316,,89170.15,ASIGNADO_TEORICO,NO_MAPEAR
1509,AV-0014/1999,C316,,85257.81,ASIGNADO_TEORICO,NO_MAPEAR
1510,AV-0104/2023,C316,,84235.16,ASIGNADO_TEORICO,NO_MAPEAR
1511,AV-0134/2023,C316,,92089.36,ASIGNADO_TEORICO,NO_MAPEAR
1512,AV-0116/2003,C315,,13510.16,ASIGNADO_TEORICO,NO_MAPEAR
1513,AV-0093/2005,C315,,17390.89,ASIGNADO_TEORICO,NO_MAPEAR
1514,AV-0092/2007,C304,,14334.42,ASIGNADO_TEORICO,NO_MAPEAR
1515,AV-0018/2019,C333,,8473.81,ASIGNADO_TEORICO,NO_MAPEAR
1516,AV-0042/1997,C344,,21346.42,ASIGNADO_TEORICO,NO_MAPEAR
1517,AV-0030/2016,C310,,16848.32,ASIGNADO_TEORICO,NO_MAPEAR
1518,AV-0114/2004,C310,,19575.02,ASIGNADO_TEORICO,NO_MAPEAR
1519,AV-0607/1987,C326,,4346.81,ASIGNADO_TEORICO,NO_MAPEAR
1520,AV-0083/2010,C313,,19268.9,ASIGNADO_TEORICO,NO_MAPEAR
1521,AV-0136/2008,C315,,16382.48,ASIGNADO_TEORICO,NO_MAPEAR
1522,AV-0109/2005,C315,,15455.01,ASIGNADO_TEORICO,NO_MAPEAR
1523,AV-0066/2020,C326,,12027.75,ASIGNADO_TEORICO,NO_MAPEAR
1524,AV-0099/2004,C326,,6097.13,ASIGNADO_TEORICO,NO_MAPEAR
1525,AV-0025/2022,C314,,11613.33,ASIGNADO_TEORICO,NO_MAPEAR
1526,AV-0039/2012,C344,,6361.56,ASIGNADO_TEORICO,NO_MAPEAR
1527,AV-0027/2016,C344,,5895.87,ASIGNADO_TEORICO,NO_MAPEAR
1528,AV-0124/2021,C314,,720.12,ASIGNADO_TEORICO,NO_MAPEAR
1529,AV-0074/2000,C344,,12450.4,ASIGNADO_TEORICO,NO_MAPEAR
1530,AV-0029/1995,C344,,13586.2,ASIGNADO_TEORICO,NO_MAPEAR
1531,AV-0078/2023,C344,,12968.14,ASIGNADO_TEORICO,NO_MAPEAR
1532,AV-0031/2017,C344,,12978.55,ASIGNADO_TEORICO,NO_MAPEAR
1533,AV-0507/1990,C304,,7310.46,ASIGNADO_TEORICO,NO_MAPEAR
1534,AV-0510/1990,C304,,7526.34,ASIGNADO_TEORICO,NO_MAPEAR
1535,AV-0505/1990,C304,,6886.12,ASIGNADO_TEORICO,NO_MAPEAR
1536,AV-0506/1990,C304,,6978.15,ASIGNADO_TEORICO,NO_MAPEAR
1537,AV-0508/1990,C304,,7800.05,ASIGNADO_TEORICO,NO_MAPEAR
1538,AV-0509/1990,C304,,7943.29,ASIGNADO_TEORICO,NO_MAPEAR
1539,AV-0503/1990,C304,,6653.56,ASIGNADO_TEORICO,NO_MAPEAR
1540,AV-0504/1990,C304,,6738.72,ASIGNADO_TEORICO,NO_MAPEAR
1541,AV-0065/2010,C304,,8183.85,ASIGNADO_TEORICO,NO_MAPEAR
1542,AV-0019/2017,C304,,8078.06,ASIGNADO_TEORICO,NO_MAPEAR
1543,AV-0141/2023,C313,,24556.98,ASIGNADO_TEORICO,NO_MAPEAR
1544,AV-0124/2008,C315,,6801.49,ASIGNADO_TEORICO,NO_MAPEAR
1545,AV-0098/2008,C333,,11058.37,ASIGNADO_TEORICO,NO_MAPEAR
1546,AV-0026/2015,C333,,15007.63,ASIGNADO_TEORICO,NO_MAPEAR
1547,AV-0194/2023,C344,,14376.66,ASIGNADO_TEORICO,NO_MAPEAR
1548,AV-0044/1997,C344,,15565.88,ASIGNADO_TEORICO,NO_MAPEAR
1549,AV-0087/2007,C344,,11366.33,ASIGNADO_TEORICO,NO_MAPEAR
1550,AV-0048/2009,C344,,22665.85,ASIGNADO_TEORICO,NO_MAPEAR
1551,AV-0131/2005,C314,,9786.64,ASIGNADO_TEORICO,NO_MAPEAR
1552,AV-0025/2016,C308,,16641.35,ASIGNADO_TEORICO,NO_MAPEAR
1553,AV-0060/2023,C314,,3410.55,ASIGNADO_TEORICO,NO_MAPEAR
1554,AV-0125/2008,C313,,6300.97,ASIGNADO_TEORICO,NO_MAPEAR
1555,AV-0110/2003,C313,,7092.79,ASIGNADO_TEORICO,NO_MAPEAR
1556,AV-0064/2009,C333,,29547.24,ASIGNADO_TEORICO,NO_MAPEAR
1557,AV-0078/2001,C313,,26838.26,ASIGNADO_TEORICO,NO_MAPEAR
1558,AV-0045/2014,C326,,13487.79,ASIGNADO_TEORICO,NO_MAPEAR
1559,AV-0100/2007,C308,,12132.04,ASIGNADO_TEORICO,NO_MAPEAR
1560,AV-0036/1995,C308,,16384.25,ASIGNADO_TEORICO,NO_MAPEAR
1561,AV-0114/2008,C308,,5927.52,ASIGNADO_TEORICO,NO_MAPEAR
1562,AV-0071/2006,C308,,6592.12,ASIGNADO_TEORICO,NO_MAPEAR
1563,AV-0141/2008,C308,,8875.24,ASIGNADO_TEORICO,NO_MAPEAR
1564,AV-0076/2019,C308,,11494.63,ASIGNADO_TEORICO,NO_MAPEAR
1565,AV-0024/1995,C308,,4901.43,ASIGNADO_TEORICO,NO_MAPEAR
1566,AV-0065/2000,C333,,13735.9,ASIGNADO_TEORICO,NO_MAPEAR
1567,AV-0015/2018,C313,,9975.41,ASIGNADO_TEORICO,NO_MAPEAR
1568,AV-0031/2013,C313,,2902.67,ASIGNADO_TEORICO,NO_MAPEAR
1569,AV-0035/1995,C310,,5314.22,ASIGNADO_TEORICO,NO_MAPEAR
1570,AV-0069/2011,C313,,2570.25,ASIGNADO_TEORICO,NO_MAPEAR
1571,AV-0107/2008,C313,,963.46,ASIGNADO_TEORICO,NO_MAPEAR
1572,AV-0101/2007,C314,,11121.77,ASIGNADO_TEORICO,NO_MAPEAR
1573,AV-0023/1995,C314,,12281.42,ASIGNADO_TEORICO,NO_MAPEAR
1574,AV-0112/2004,C314,,9421.04,ASIGNADO_TEORICO,NO_MAPEAR
1575,AV-0102/2007,C314,,12127.25,ASIGNADO_TEORICO,NO_MAPEAR
1576,AV-0086/2001,C313,,12402.18,ASIGNADO_TEORICO,NO_MAPEAR
1577,AV-0065/2006,C313,,10426.19,ASIGNADO_TEORICO,NO_MAPEAR
1578,AV-0113/2008,C314,,11080.4,ASIGNADO_TEORICO,NO_MAPEAR
1579,AV-0058/2000,C314,,12207.11,ASIGNADO_TEORICO,NO_MAPEAR
1580,AV-0025/2017,C314,,12475.44,ASIGNADO_TEORICO,NO_MAPEAR
1581,AV-0535/1990,C308,,12851.51,ASIGNADO_TEORICO,NO_MAPEAR
1582,AV-0124/2023,C315,,17730.11,ASIGNADO_TEORICO,NO_MAPEAR
1583,AV-0236/2023,C304,,16572.45,ASIGNADO_TEORICO,NO_MAPEAR
